id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Price,Retail,LogPrice,LogRetail
7705,1.13,AGSL,VS1,J,Good,61,TRUE,6.67x6.76x4.09,Good,DR Congo,Marquise,Fair,NA,2,7640,1025,8.941152882,6.932447892
7706,1.13,AGSL,SI1,G,Excellent,62.4,FALSE,6.64x6.62x4.14,Excellent,Canada,Round,Very good,58,3,8250,13960,9.017968479,9.543951376
7707,4.03,AGSL,SI1,J,Very good,62.1,FALSE,10.11x10.15x6.29,Very good,DR Congo,Oval,Very good,59,2,60260,86335,11.00642381,11.36599036
7708,1.51,AGSL,None,Fly,Excellent,0,FALSE,7.1x7.2x4.66,Good,Australia,Oval,Good,0,3,10010,15400,9.211339872,9.642122788
7709,1.82,AGSL,SI1,F,Excellent,62.2,FALSE,7.79x7.81x4.85,Excellent,Botswana,Round,Excellent,57,2,18930,26960,9.848503244,10.20210957
7710,1.82,AGSL,SI1,J,Very good,63.8,FALSE,7.64x7.7x4.9,Excellent,Canada,Marquise,Good,57,2,9215,8470,9.12858787,9.044285788
7711,1.3,AGSL,SI2,H,Excellent,62.7,FALSE,6.89x6.95x4.34,Excellent,Russia,ROUND,Excellent,57,3,8110,13730,9.000853147,9.527338499
7712,1.3,AGSL,VS2,G,Excellent,63.2,FALSE,6.93x6.96x4.39,Excellent,Russia,Round,Excellent,57,3,11365,19235,9.338293736,9.864486815
7713,1.3,AGSL,SI2,E,Very good,NA,FALSE,6.83x6.79x4.37,Very good,Canada,Round,Very good,57,2,9590,16230,9.168476168,9.694616661
7714,3.7,AGSL,VS2,D,Excellent,62.1,FALSE,9.88x9.83x6.12,Excellent,Botswana,Princess,Excellent,58,2,101990,156805,11.53263005,11.96275827
7715,0.91,AGSL,SI2,K,Excellent,NA,FALSE,6.21x6.17x3.83,Excellent,Australia,Emerald,Excellent,59,1,3025,4965,8.01466637,8.510168576
7716,0.91,AGSL,SI1,G,Excellent,61.5,FALSE,6.24x6.2x3.83,Excellent,Australia,Princess,Excellent,NA,1,5465,8970,8.606119401,9.101640955
7717,1.2,AGSL,SI1,F,Excellent,61.5,FALSE,6.85x6.8x4.2,Excellent,Canada,Round,Excellent,58,2,8970,15180,9.101640955,9.627734051
7718,1.2,AGSL,SI1,F,Excellent,NA,FALSE,6.84x6.83x4.19,Excellent,DR Congo,Round,Excellent,NA,2,8890,14175,9.092682329,9.559235129
7719,1,AGSL,SI2,H,Very good,NA,FALSE,6.29x6.24x4,Excellent,Botswana,Round,Very good,56,2,5070,6910,8.531096097,8.840724917
7720,1,GemEx,SI2,H,Excellent,62.4,FALSE,6.42x6.4x4,Very good,Angola,Pear,Very good,NA,1,5200,8150,8.556413905,9.005773206
7721,1,NA,VS1,G,Very good,62,FALSE,6.45x6.39x3.98,Very good,DR Congo,Asscher,Good,59,2,6280,7980,8.745125259,8.98469369
7722,1,AGSL,SI1,G,Excellent,61.8,FALSE,6.39x6.43x3.96,Very good,Russia,Radiant,Excellent,60,3,7150,12100,8.874867636,9.400960732
7723,1,AGSL,VS1,H,Very good,60.3,FALSE,6.35x6.41x3.85,Good,Angola,Round,Good,61,4,8615,13365,9.061260149,9.500394629
7724,2.02,AGSL,SI2,J,Excellent,61,FALSE,8.11x8.15x4.96,Excellent,DR Congo,Princess,Excellent,59,3,15855,21660,9.671240187,9.983222521
7725,1.5,AGSL,VS2,H,Very good,61.3,FALSE,7.31x7.34x4.49,Excellent,Russia,Pear,Very good,56,4,15805,20100,9.668081625,9.908475094
7726,1.5,AGSL,VS1,I,Good,62.9,FALSE,7.14x7.25x4.52,Very good,Russia,Emerald,Very good,NA,3,15110,23250,9.623112055,10.05406041
7727,1.5,AGSL,SI1,E,Very good,62.8,FALSE,7.22x7.35x4.57,Excellent,Russia,Round,Good,NA,3,12090,18600,9.400133944,9.83091686
7728,3.01,AGSL,SI1,E,Very good,62.8,FALSE,9.14x9.07x5.72,Excellent,Russia,Emerald,Excellent,59,2,67710,104170,11.12298916,11.55377946
7729,1.03,NA,VS1,M,Excellent,NA,FALSE,6.49x6.51x4.02,Very good,Zimbabwe,Radiant,Very good,NA,1,2995,5010,8.004699511,8.519191194
7730,1.03,AGSL,SI2,I,Excellent,62.1,FALSE,6.5x6.46x4.02,Very good,Botswana,Princess,Very good,55,3,4350,7185,8.377931124,8.879750799
7731,3.02,AGSL,SI1,K,Very good,63.1,FALSE,9.17x9.23x5.81,Very good,South Africa,Emerald,Very good,56,2,33705,47400,10.42540147,10.76637751
7732,2.01,AGSL,SI1,G,Excellent,62.2,FALSE,8.03x8.06x5,Excellent,Angola,Round,Excellent,NA,2,26005,40005,10.16604411,10.59675973
7733,1.51,AGSL,VS1,D,Excellent,62.2,FALSE,7.31x7.37x4.56,Excellent,South Africa,Round,Excellent,NA,2,29325,45060,10.28619567,10.71575021
7734,1.02,AGSL,SI1,G,Very good,NA,FALSE,6.27x6.34x4.02,Excellent,Russia,Round,Very good,NA,3,6630,11220,8.799360083,9.325453179
7735,1.02,AGSL,SI2,J,Very good,63.8,FALSE,6.29x6.37x4.04,Excellent,DR Congo,Round,Very good,NA,1,4640,7355,8.442469645,8.903135633
7736,2.67,AGSL,VS2,D,Excellent,58.8,FALSE,9.1x9.16x5.67,Excellent,Russia,Radiant,Excellent,59,2,77125,107445,11.25318276,11.58473437
7737,2.67,NA,VS1,G,Excellent,62.4,FALSE,8.79x8.86x5.51,Excellent,Russia,Round,Excellent,NA,2,53215,74915,10.88209559,11.22410942
7738,2.17,AGSL,I2,F,Very good,NA,FALSE,8.22x8.26x5.2,Very good,South Africa,Emerald,Very good,57,4,15725,19495,9.663007082,9.877913301
7739,2.17,AGSL,VVS2,D,Excellent,60.6,FALSE,8.38x8.42x5.09,Excellent,Botswana,Princess,Excellent,NA,2,75290,114395,11.2291026,11.64741265
7740,2.17,AGSL,VS2,D,Excellent,61.8,FALSE,8.26x8.29x5.11,Excellent,Botswana,Asscher,Excellent,58,2,54705,67805,10.90971039,11.12439122
7741,2.17,AGSL,VS2,I,Excellent,61.3,TRUE,8.27x8.34x5.09,Excellent,DR Congo,Pear,Excellent,NA,4,33010,4235,10.40456582,8.351138607
7742,0.64,AGSL,VS2,H,Excellent,61.8,FALSE,5.52x5.55x3.42,Excellent,Russia,Emerald,Excellent,NA,1,2480,4070,7.816013839,8.311398278
7743,0.64,AGSL,SI1,J,Excellent,60.3,TRUE,5.59x5.62x3.38,Very good,DR Congo,Oval,Excellent,58,1,1635,305,7.399398083,5.720311777
7744,0.64,AGSL,VS1,E,Excellent,60.9,FALSE,5.59x5.62x3.41,Excellent,DR Congo,Emerald,Excellent,58,1,3395,5295,8.13005904,8.574518258
7745,0.64,AGSL,IF,F,Excellent,60.8,FALSE,5.59x5.63x3.41,Excellent,Russia,Radiant,Excellent,NA,1,4080,6700,8.313852267,8.809862805
7746,0.64,AGSL,VS1,I,Excellent,NA,FALSE,5.67x5.7x3.35,Excellent,South Africa,Round,Excellent,60,1,2470,3935,7.81197343,8.277666161
7747,1,AGSL,SI2,J,Very good,60.6,FALSE,6.45x6.49x3.92,Very good,Canada,Round,Good,55,1,4810,7375,8.478452363,8.905851181
7748,1,AGSL,SI1,E,Excellent,62.1,FALSE,6.4x6.43x3.99,Very good,Russia,Asscher,Very good,NA,2,7730,13080,8.952864142,9.478839625
7749,1.52,NA,SI2,H,Excellent,62.2,FALSE,7.31x7.35x4.56,Excellent,Russia,Princess,Excellent,NA,2,8485,15800,9.046055178,9.667765219
7750,1.7,AGSL,SI1,E,Excellent,NA,FALSE,7.57x7.6x4.72,Excellent,Botswana,Princess,Excellent,58,2,21235,30165,9.963406043,10.31443759
7751,1.04,AGSL,SI2,I,Very good,63.3,FALSE,6.4x6.43x4.06,Very good,South Africa,Round,Excellent,56,1,5185,7815,8.553525121,8.963800243
7752,1.04,AGSL,SI2,F,Excellent,61.7,FALSE,6.54x6.51x4.02,Excellent,Australia,Round,Excellent,57,4,7760,10810,8.956737613,9.288226911
7753,1.67,AGSL,VS1,E,Excellent,61.7,FALSE,7.62x7.66x4.71,Excellent,South Africa,Emerald,Excellent,NA,3,21655,24790,9.982991654,10.11819563
7754,1.67,AGSL,VS1,K,Excellent,62.4,FALSE,7.59x7.6x4.74,Excellent,Botswana,Round,Excellent,57,2,10640,13385,9.272375763,9.501889956
7755,1.67,AGSL,SI2,H,Excellent,60.1,FALSE,7.68x7.73x4.63,Excellent,Angola,Radiant,Excellent,60,2,12645,19455,9.445017159,9.875859385
7756,1.23,AGSL,SI1,I,Very good,62.2,FALSE,6.78x6.75x4.21,Very good,Canada,ROUND,Very good,60,2,7995,13530,8.986571625,9.512664721
7757,1.34,AGSL,I2,G, ,62.7,FALSE,7.01x6.86x4.35,Good,Botswana,Asscher,Fair,NA,2,2760,4085,7.922985959,8.315077007
7758,1.34,GemEx,VS1,J,Excellent,NA,FALSE,7.09x7.06x4.35,Excellent,Canada,Round,Excellent,NA,2,7175,12140,8.878358041,9.404261065
7759,0.99,AGSL,SI1,I,Very good,63.3,FALSE,6.4x6.28x4.02,Good,Russia,Round,Good,NA,1,5095,8355,8.536014946,9.030615441
7760,3,AGSL,VS1,E,Very good,NA,FALSE,9.11x9.04x5.78,Excellent,Russia,Round,Excellent,NA,2,105380,162120,11.56532814,11.99609208
7761,3.5,AGSL,SI1,I,Excellent,62.4,FALSE,9.7x9.65x6.04,Excellent,Canada,Round,Excellent,57,2,52325,80500,10.86522955,11.29601246
7762,1.6,AGSL,SI1,W,Excellent,62.5,FALSE,7.47x7.51x4.68,Very good,Russia,Radiant,Excellent,57,1,5200,8000,8.556413905,8.987196821
7763,2.4,AGSL,SI1,I,Excellent,62.6,FALSE,8.52x8.56x5.35,Excellent,Canada,Round,Excellent,NA,2,26210,40320,10.1738963,10.6046029
7764,2.4,AGSL,SI2,K,Excellent,NA,FALSE,8.61x8.63x5.27,Excellent,Canada,Round,Excellent,58,2,16885,25980,9.734180933,10.16508229
7765,0.83,AGSL,VS1,I,Very good,62.3,TRUE,6.05x6.12x3.79,Very good,Angola,Round,Good,55,1,3860,645,8.258422462,6.469250317
7766,0.83,GemEx,VS1,E,Very good,62.1,FALSE,6.04x6.05x3.76,Very good,Botswana,Round,Excellent,57,2,5870,9310,8.677609913,9.13884437
7767,0.83,AGSL,VS2,E,Excellent,62.1,FALSE,5.97x6.03x3.72,Excellent,Botswana,Marquise,Very good,NA,2,5945,8005,8.690305809,8.987821625
7768,3.4,AGSL,SI1,E,Excellent,62.1,FALSE,9.6x9.64x5.98,Excellent,South Africa,Round,Excellent,NA,2,95605,141730,11.4679804,11.86167912
7769,1.78,AGSL,VS1,J,Excellent,62.1,FALSE,7.74x7.79x4.82,Excellent,Botswana,Round,Excellent,NA,2,15995,18035,9.680031452,9.800069593
7770,1.78,NA,VS2,H,Excellent,61.7,FALSE,7.78x7.82x4.81,Excellent,Russia,Marquise,Excellent,NA,4,17745,30150,9.783859065,10.3139402
7771,1.78,AGSL,VS2,J,Excellent,NA,FALSE,7.79x7.84x4.75,Excellent,Canada,ROUND,Excellent,60,4,17405,23000,9.7645128,10.04324949
7772,2.33,AGSL,SI1,D,Excellent,NA,FALSE,8.43x8.48x5.3,Excellent,Russia,Round,Excellent,NA,2,40055,61625,10.59800879,11.02882291
7773,2.33,AGSL,VS2,K,Excellent,60.1,FALSE,8.61x8.68x5.2,Excellent,Russia,Round,Excellent,60,3,22015,33870,9.999479318,10.43028495
7774,2.18,AGSL,SI1,H,Excellent,61.9,FALSE,8.31x8.35x5.15,Excellent,Botswana,Oval,Excellent,NA,2,28110,41390,10.24388066,10.63079458
7775,2.18,AGSL,VS1,F,Excellent,62.2,FALSE,8.26x8.33x5.16,Excellent,DR Congo,Princess,Excellent,57,2,50500,58170,10.82972862,10.97112504
7776,0.58,AGSL,SI1,D,Excellent,62.9,TRUE,5.31x5.33x3.35,Excellent,Angola,Emerald,Excellent,58,1,2365,370,7.768533301,5.913503006
7777,2.17,AGSL,SI1,H,Excellent,62.5,FALSE,8.21x8.3x5.16,Excellent,Angola,Oval ,Excellent,NA,2,26700,47000,10.19241884,10.75790288
7778,2.17,AGSL,SI1,G,Excellent,62.8,FALSE,8.23x8.27x5.18,Excellent,DR Congo,Round,Excellent,56,2,32500,49940,10.38899537,10.81857756
7779,1.68,AGSL,VS1,L,Excellent,59.9,FALSE,7.71x7.79x4.64,Excellent,Russia,Oval,Excellent,60,4,13225,16920,9.489864257,9.736251633
7780,0.44,AGSL,SI1,I,Excellent,NA,FALSE,4.88x4.92x3.02,Excellent,Australia,Emerald,Very good,NA,1,1015,1665,6.922643891,7.417580402
7781,0.44,AGSL,SI2,D,Excellent,62.4,FALSE,4.86x4.88x3.04,Excellent,Russia,Round,Excellent,57,1,1335,2190,7.196686571,7.691656823
7782,1.43,AGSL,VS1,E,Excellent,NA,FALSE,7.17x7.21x4.5,Excellent,Canada,Pear,Excellent,NA,2,19890,30220,9.897972372,10.31625924
7783,1.43,GemEx,SI2,H,Excellent,62.5,FALSE,7.15x7.19x4.48,Excellent,Australia,Princess,Excellent,58,2,10565,17880,9.26530193,9.791438049
7784,1.43,AGSL,SI1,I,Excellent,62.5,FALSE,7.14x7.17x4.47,Excellent,Angola,Round,Excellent,NA,4,13275,18500,9.493637846,9.825526011
7785,3.44,AGSL,VS2,F,Excellent,59.9,FALSE,9.84x9.94x5.92,Excellent,DR Congo,Round,Excellent,NA,2,133015,172460,11.79821718,12.0579206
7786,3.23,AGSL,VVS1,E,Excellent,NA,FALSE,9.38x9.46x5.88,Excellent,DR Congo,Princess,Excellent,57,2,205205,305725,12.23176476,12.63044128
7787,3.23,AGSL,VVS2,G,Excellent,60.4,FALSE,9.53x9.59x5.78,Excellent,Botswana,Round,Excellent,59,2,113500,164535,11.63955812,12.01087859
7788,3.23,AGSL,SI2,E,Excellent,61.6,FALSE,9.51x9.54x5.87,Excellent,Russia,Princess,Excellent,NA,2,64245,98840,11.07045918,11.50125766
7789,0.46,AGSL,I1,D,Good,59.6,FALSE,4.99x5.06x3,Good,DR Congo,Round,Good,58,1,1020,1665,6.927557906,7.417580402
7790,0.4,AGSL,SI1,J,Excellent,62.4,FALSE,4.7x4.73x2.94,Excellent,South Africa,Round,Very good,55,2,885,1335,6.785587645,7.196686571
7791,0.4,AGSL,SI2,D,Excellent,60.9,FALSE,4.77x4.78x2.91,Excellent,South Africa,Princess,Very good,56,1,1185,1680,7.077498054,7.426549072
7792,0.4,AGSL,SI1,H,Excellent,61.9,FALSE,4.74x4.76x2.94,Excellent,Angola,Round,Very good,NA,1,1050,1720,6.956545443,7.45007957
7793,0.42,AGSL,SI1,D,Excellent,62,FALSE,4.8x4.83x2.99,Excellent,Botswana,Round,Excellent,57,1,1435,2035,7.268920128,7.618251098
7794,0.42,AGSL,VS1,J,Excellent,62,FALSE,4.8x4.82x2.98,Excellent,Australia,Round,Excellent,NA,1,945,1550,6.851184927,7.34601021
7795,0.42,AGSL,SI1,D,Excellent,62.2,FALSE,4.82x4.84x3,Excellent,Russia,Round,Excellent,57,1,1420,2330,7.258412151,7.753623547
7796,3.07,AGSL,VS2,F,Excellent,62.6,FALSE,9.23x9.29x5.8,Excellent,Russia,Pear,Excellent,55,2,102730,123045,11.53985947,11.72030542
7797,3.07,AGSL,VS1,D,Excellent,61,FALSE,9.37x9.41x5.73,Excellent,Russia,Princess,Excellent,56,2,174640,268675,12.07048199,12.50125775
7798,3.07,AGSL,VS1,F,Excellent,61.8,FALSE,9.32x9.34x5.77,Excellent,South Africa,Marquise,Excellent,57,2,100425,177825,11.51716646,12.0885552
7799,3.07,GemEx,VS1,D,Excellent,60.5,FALSE,9.36x9.45x5.69,Excellent,Angola,Round,Excellent,58,2,162290,249675,11.99714014,12.42791535
7800,3.38,AGSL,VS1,H,Excellent,62.3,FALSE,9.55x9.61x5.97,Excellent,Canada,Marquise,Excellent,58,2,98095,150915,11.49369168,11.92447204
7801,3.38,AGSL,SI2,G,Excellent,59.7,FALSE,9.77x9.82x5.85,Excellent,Angola,Round,Excellent,59,2,60505,93085,11.01048129,11.44126833
7802,3.43,AGSL,VS1,G,Excellent,NA,FALSE,9.55x9.61x6,Excellent,Australia,Round,Excellent,NA,2,106880,164435,11.57946199,12.01027063
7803,1.65,AGSL,VS1,F,Excellent,62.5,FALSE,7.53x7.56x4.72,Excellent,Angola,Pear,Excellent,56,2,26695,41070,10.19223156,10.62303321
7804,1.65,AGSL,VS1,D,Excellent,60,FALSE,7.68x7.71x4.62,Excellent,DR Congo,Round,Excellent,NA,4,35795,48840,10.4855635,10.79630493
7805,1.65,AGSL,IF,E,Excellent,60.7,FALSE,7.63x7.71x4.66,Excellent,Australia,Round,Excellent,57,2,44735,65490,10.70851147,11.08965274
7806,1,AGSL,SI2,J,Excellent,63.1,TRUE,6.33x6.37x4.01,Excellent,Zimbabwe,Round,Very good,56,3,4550,555,8.422882512,6.318968114
7807,1,NA,SI1,G,Excellent,63.2,FALSE,6.31x6.38x4.01,Excellent,Russia,Round,Very good,56,4,6990,7370,8.852235835,8.905172985
7808,1,AGSL,SI1,H,Very good,63.2,FALSE,6.3x6.34x4,Excellent,Botswana,Round,Very good,56,2,6240,9550,8.738735461,9.164296433
7809,1,AGSL,VS1,J,Excellent,63.3,FALSE,6.29x6.39x4.02,Very good,Russia,Round,Very good,56,2,5200,8800,8.556413905,9.082507
7810,1,AGSL,SI2,G,Very good,63.4,FALSE,6.33x6.35x4.02,Excellent,Botswana,Pear,Excellent,56,2,5525,9060,8.617038526,9.111624399
7811,1,GemEx,SI2,G,Very good,NA,FALSE,6.31x6.36x4.03,Very good,Russia,Round,Very good,NA,1,5525,9350,8.617038526,9.143131622
7812,2.2,GemEx,SI2,J,Excellent,62.8,TRUE,8.24x8.29x5.19,Excellent,Angola,Oval,Excellent,57,3,18235,3255,9.811098103,8.087947555
7813,2.2,AGSL,SI2,H,Excellent,62.3,FALSE,8.29x8.31x5.17,Excellent,Russia,Round,Excellent,58,4,27970,29520,10.23888779,10.29282328
7814,2.2,AGSL,VS1,G,Excellent,59.9,FALSE,8.44x8.46x5.07,Excellent,Russia,Round,Excellent,NA,2,38695,59530,10.56346567,10.99423567
7815,2.2,NA,VVS2,H,Excellent,60.9,FALSE,8.38x8.41x5.11,Excellent,South Africa,Marquise,Excellent,NA,2,29390,50655,10.28840976,10.83279322
7816,2.2,AGSL,VS1,G,Excellent,59.3,FALSE,8.5x8.51x5.05,Excellent,DR Congo,Round,Excellent,60,2,43885,60770,10.68932786,11.01485153
7817,0.95,AGSL,SI1,F,Excellent,62.3,FALSE,6.28x6.32x3.92,Excellent,Angola,Round,Excellent,NA,2,6985,11470,8.851520272,9.34749021
7818,2.3,AGSL,SI1,J,Excellent,NA,FALSE,8.5x8.43x5.28,Excellent,Canada,Round,Excellent,NA,3,20930,32200,9.948938815,10.37972173
7819,3.3,AGSL,VS2,I,Excellent,62.4,FALSE,9.53x9.58x5.96,Excellent,Russia,Radiant,Excellent,NA,2,66995,103070,11.11237327,11.54316365
7820,3.53,NA,SI2,I,Excellent,62.6,FALSE,9.68x9.73x6.07,Excellent,South Africa,Oval,Excellent,58,2,47075,51545,10.75949735,10.85021049
7821,1.67,AGSL,VS2,F,Excellent,61.4,FALSE,7.65x7.71x4.71,Excellent,Botswana,Princess,Excellent,NA,3,23570,35115,10.06773,10.46638367
7822,1.67,AGSL,VS2,G,Excellent,60.6,FALSE,7.7x7.75x4.68,Excellent,Russia,Emerald,Excellent,58,4,26225,34270,10.17446843,10.44202561
7823,1.67,AGSL,VS1,J,Very good,61.7,FALSE,7.6x7.67x4.71,Very good,DR Congo,Princess,Excellent,61,4,16860,16890,9.732699232,9.73447701
7824,1.2,AGSL,SI2,G,Excellent,62.2,FALSE,6.82x6.78x4.23,Excellent,DR Congo,Round,Excellent,56,2,7685,12800,8.947025656,9.45720045
7825,1.2,AGSL,SI2,H,Excellent,62.2,FALSE,6.78x6.79x4.22,Very good,Russia,Round,Very good,56,3,7175,12145,8.878358041,9.404672841
7826,1.2,AGSL,SI2,J,Excellent,62.2,FALSE,6.8x6.83x4.24,Excellent,Angola,Emerald,Excellent,56,3,5810,9835,8.66733585,9.193702731
7827,1.2,AGSL,SI2,D,Excellent,62.6,FALSE,6.74x6.79x4.24,Excellent,Russia,Round,Very good,NA,4,10660,14915,9.274253698,9.610122697
7828,1.2,AGSL,SI2,H,Very good,62.6,FALSE,6.68x6.73x4.2,Excellent,Botswana,Marquise,Excellent,56,2,7020,9785,8.856518497,9.18860588
7829,1.2,AGSL,SI2,G,Excellent,62.8,FALSE,6.7x6.79x4.24,Excellent,Russia,Oval,Very good,56,2,7450,12605,8.915969311,9.44184884
7830,1.2,AGSL,SI2,I,Excellent,62.8,FALSE,6.76x6.79x4.25,Excellent,Botswana,Round,Excellent,56,2,6785,10735,8.822469572,9.28126471
7831,1.2,AGSL,VS2,I,Excellent,63,FALSE,6.73x6.77x4.26,Excellent,Russia,Round,Excellent,56,4,9510,13340,9.160099156,9.498522319
7832,1.2,GemEx,SI2,H,Excellent,63.2,FALSE,6.71x6.77x4.26,Excellent,South Africa,Oval,Excellent,56,2,7175,9845,8.878358041,9.194718991
7833,1.2,AGSL,SI2,I,Very good,63.2,FALSE,6.71x6.74x4.25,Excellent,Russia,Round,Excellent,56,2,6475,10955,8.775703887,9.301551252
7834,1.01,AGSL,SI2,G,Very good,64.3,FALSE,6.3x6.33x4.06,Excellent,Canada,Round,Good,NA,2,5685,9625,8.645586406,9.172119159
7835,3.15,GemEx,VVS2,E,Excellent,61.7,FALSE,9.4x9.43x5.81,Excellent,Australia,Emerald,Excellent,57,2,138180,212585,11.83631246,12.26709719
7836,1.33,AGSL,SI2,J,Excellent,63.1,FALSE,7x7.02x4.42,Excellent,Canada,Round,Excellent,54,3,7955,13460,8.981555941,9.507477603
7837,1.33,AGSL,VVS2,D,Excellent,62.3,FALSE,7.02x7.05x4.38,Excellent,Russia,Round,Excellent,56,3,22865,38090,10.03736264,10.54770706
7838,1.33,AGSL,SI1,I,Excellent,62.6,TRUE,7x7.05x4.4,Excellent,DR Congo,Radiant,Excellent,NA,2,9855,1420,9.19573422,7.258412151
7839,1.33,AGSL,VS1,E,Excellent,62.8,FALSE,7x7.03x4.4,Excellent,Russia,Round,Excellent,56,3,18315,30995,9.815475675,10.34158118
7840,1.33,AGSL,VS1,H,Excellent,62.3,TRUE,7.02x7.04x4.38,Excellent,Angola,Round,Excellent,57,3,12220,2155,9.410829233,7.675546003
7841,1.33,AGSL,SI1,J,Excellent,62.3,FALSE,7.01x7.04x4.38,Excellent,Russia,Pear,Excellent,57,3,7790,4360,8.960596139,8.380227336
7842,1.33,AGSL,VS1,F,Excellent,62.4,FALSE,7.01x7.04x4.39,Excellent,Russia,Round,Excellent,NA,3,16605,28100,9.717459134,10.24352486
7843,1.33,AGSL,VS1,G,Excellent,62.4,FALSE,7.01x7.07x4.4,Excellent,Other/Unknown,Radiant,Excellent,57,4,16860,24410,9.732699232,10.10274816
7844,1.33,AGSL,VS1,H,Excellent,62.4,FALSE,7x7.02x4.38,Excellent,Other/Unknown,Emerald,Excellent,57,2,12745,21570,9.452894317,9.979058739
7845,2.05,AGSL,SI2,H,Excellent,59.6,FALSE,8.26x8.3x4.94,Excellent,DR Congo,Round,Excellent,59,2,22425,33015,10.01793169,10.40471728
7846,3.22,AGSL,VS2,E,Excellent,NA,FALSE,9.43x9.49x5.84,Excellent,Russia,Round,Excellent,59,2,123945,190690,11.7275932,12.15840435
7847,1.37,NA,VS2,E,Excellent,62.9,FALSE,7.05x7.11x4.45,Excellent,Botswana,Emerald,Excellent,NA,4,15925,24890,9.67564548,10.1222214
7848,1.37,AGSL,SI1,J,Excellent,61.3,FALSE,7.15x7.17x4.39,Excellent,Russia,Round,Excellent,57,2,8025,13580,8.990316948,9.516353401
7849,1.37,AGSL,VS2,J,Excellent,61.7,FALSE,7.09x7.13x4.39,Excellent,Canada,Round,Excellent,58,2,9475,16035,9.15641203,9.682529112
7850,1.37,AGSL,SI2,I,Excellent,NA,FALSE,7.08x7.12x4.38,Excellent,Angola,Emerald,Excellent,59,2,9425,13185,9.151121012,9.486835099
7851,1.37,NA,SI2,G,Excellent,59.9,FALSE,7.2x7.23x4.32,Excellent,Angola,Round,Excellent,60,2,9155,12565,9.122055457,9.43867045
7852,2.1,AGSL,VS1,G,Excellent,60.9,FALSE,8.23x8.3x5.04,Excellent,Australia,Round,Excellent,NA,2,39190,60290,10.57617689,11.00692153
7853,3.6,AGSL,SI2,I,Excellent,61.8,FALSE,9.8x9.86x6.07,Excellent,Botswana,Round,Excellent,59,2,46330,66150,10.74354498,11.09968017
7854,3.6,AGSL,VVS2,I,Excellent,61.9,FALSE,9.77x9.85x6.07,Excellent,Russia,Round,Excellent,59,2,92185,116070,11.43155271,11.66194874
7855,2.29,AGSL,IF,D,Excellent,62.7,FALSE,8.36x8.41x5.26,Excellent,Australia,Round,Excellent,NA,2,97365,149795,11.48622208,11.91702297
7856,2.29,AGSL,IF,G,Excellent,NA,FALSE,8.42x8.44x5.22,Excellent,Russia,Round,Excellent,58,2,65290,88810,11.08659416,11.39425454
7857,2.62,AGSL,SI1,I,Excellent,63,FALSE,8.77x8.84x5.55,Excellent,Australia,Round,Excellent,NA,2,32355,48660,10.38452385,10.79261262
7858,2.63,AGSL,SI1,L,Excellent,62.2,FALSE,8.8x8.85x5.49,Excellent,Botswana,Round,Very good,NA,2,18095,24360,9.803390936,10.10069772
7859,3.13,AGSL,VS2,I,Excellent,61.8,FALSE,9.36x9.38x5.79,Excellent,Canada,Round,Excellent,56,2,58960,90705,10.98461453,11.41536776
7860,3.13,AGSL,SI2,H,Excellent,62.7,FALSE,9.34x9.41x5.88,Excellent,Russia,Round,Excellent,56,2,44250,68080,10.69761065,11.12843876
7861,3.13,AGSL,VS1,H,Excellent,60.6,FALSE,9.43x9.47x5.72,Excellent,Australia,Marquise,Excellent,59,2,92755,142695,11.43771689,11.86846476
7862,3.33,AGSL,SI2,E,Excellent,59.4,FALSE,9.78x9.84x5.82,Excellent,Australia,Radiant,Excellent,57,2,66235,101900,11.1009643,11.53174722
7863,3.33,AGSL,VS1,D,Excellent,59.2,FALSE,9.78x9.81x5.79,Excellent,Botswana,Round,Excellent,NA,2,172210,216955,12.05646994,12.28744524
7864,3.33,AGSL,SI1,F,Excellent,NA,FALSE,9.57x9.65x5.88,Excellent,Other/Unknown,Round,Excellent,NA,2,81385,125210,11.30694626,11.73774761
7865,2.31,AGSL,VS1,E,Excellent,61.2,FALSE,8.53x8.57x5.23,Excellent,Russia,Round,Excellent,56,2,65070,100110,11.08321889,11.51402486
7866,2.72,AGSL,VS2,H,Excellent,61.6,FALSE,9.02x9.05x5.56,Excellent,Russia,Round,Excellent,55,2,43665,67175,10.68430214,11.11505643
7867,2.6,AGSL,VS1,I,Excellent,62.4,FALSE,8.74x8.79x5.47,Excellent,Australia,Emerald,Excellent,57,2,38425,59115,10.55646357,10.98723998
7868,2.58,AGSL,VS2,F,Excellent,62.1,FALSE,8.79x8.82x5.47,Excellent,Australia,Round,Excellent,55,2,57110,87865,10.95273451,11.38355682
7869,2.58,AGSL,VS1,G,Excellent,62.4,FALSE,8.76x8.78x5.48,Excellent,Russia,Princess,Excellent,56,2,53680,82585,10.89079577,11.32158334
7870,2.58,AGSL,VS1,G,Excellent,61.7,FALSE,8.77x8.82x5.43,Excellent,Russia,Asscher,Excellent,57,2,54790,84290,10.91126297,11.34201851
7871,2.56,AGSL,VS1,F,Excellent,NA,FALSE,8.67x8.73x5.47,Excellent,Canada,Round,Excellent,57,2,65235,100360,11.08575141,11.516519
